Account ID,Risk Score,Cluster,Risk Level
1244,5.83,3,Low
1245,6.25,3,Low
1246,7.66,3,Low
1247,8.64,3,Low
1248,0.88,3,Low
1249,2.97,2,Low
1250,11.04,3,Low
1251,7.45,3,Low
1252,7.21,3,Low
1253,5.2,3,Low
1254,6.74,0,Low
1255,16.0,3,Low
1256,19.18,3,Low
1257,16.6,3,Low
1258,14.28,3,Low
1259,13.35,3,Low
1260,4.06,3,Low
1261,12.11,3,Low
1262,32.17,3,Low
1263,2.92,3,Low
1264,32.89,3,Low
1265,4.11,3,Low
1266,6.46,2,Low
1267,13.25,2,Low
1268,4.75,3,Low
1269,14.2,0,Low
1270,7.53,3,Low
1271,9.45,3,Low
1272,6.38,3,Low
1273,2.28,3,Low
1274,6.64,3,Low
1275,0.85,3,Low
1276,9.69,3,Low
1277,7.42,3,Low
1278,1.52,3,Low
1279,10.53,3,Low
1280,6.16,3,Low
1281,9.63,3,Low
1282,1.44,3,Low
1283,6.16,0,Low
1284,5.89,3,Low
1285,10.54,3,Low
1286,17.46,0,Low
1287,4.58,3,Low
1288,19.08,0,Low
1289,3.82,3,Low
1290,16.94,3,Low
1291,2.42,3,Low
1292,8.86,3,Low
1293,10.74,3,Low
1294,25.35,0,Low
1295,7.34,3,Low
1296,11.83,3,Low
1297,8.68,2,Low
1298,23.01,2,Low
1299,2.81,3,Low
1300,24.68,3,Low
1301,16.61,3,Low
1302,18.77,3,Low
1303,7.96,3,Low
1304,11.13,3,Low
1305,7.15,3,Low
1306,4.47,3,Low
1307,28.09,3,Low
1308,6.97,3,Low
1309,10.55,3,Low
1310,55.11,3,Medium
1311,26.02,3,Low
1312,4.77,3,Low
1313,18.48,3,Low
1314,4.48,3,Low
1315,8.13,3,Low
1316,14.57,3,Low
1317,6.66,3,Low
1318,2.97,3,Low
1319,4.11,3,Low
1320,7.18,3,Low
1321,9.77,3,Low
1322,6.37,3,Low
1323,10.5,3,Low
1324,9.13,3,Low
1325,12.82,3,Low
1326,6.56,3,Low
1327,3.55,3,Low
1328,14.03,3,Low
1329,3.54,3,Low
1330,15.84,3,Low
1331,34.05,3,Low
1332,4.02,3,Low
1333,2.05,3,Low
1334,7.16,3,Low
1335,5.2,3,Low
1336,17.3,3,Low
1337,17.37,2,Low
1338,20.22,3,Low
1339,3.35,3,Low
1340,4.4,3,Low
1341,3.21,3,Low
1342,23.35,0,Low
1343,5.08,3,Low
1344,4.06,3,Low
1345,4.81,3,Low
1346,9.24,2,Low
1347,2.5,0,Low
1348,18.9,3,Low
1349,1.66,3,Low
1350,8.88,3,Low
1351,6.7,3,Low
1352,9.85,3,Low
1353,7.53,3,Low
1354,18.17,3,Low
1355,11.37,3,Low
1356,11.16,2,Low
1357,15.43,2,Low
1358,2.99,3,Low
1359,3.54,3,Low
1360,13.44,3,Low
1361,14.88,3,Low
1362,9.0,3,Low
1363,3.53,3,Low
1364,5.65,3,Low
1365,29.26,0,Low
1366,8.19,0,Low
1367,2.54,3,Low
1368,6.38,3,Low
1369,10.7,3,Low
1370,19.32,3,Low
1371,22.61,2,Low
1372,2.2,3,Low
1373,40.38,3,Medium
1374,14.44,3,Low
1375,3.28,3,Low
1376,30.55,2,Low
1377,5.2,3,Low
1378,45.27,3,Medium
1379,9.65,3,Low
1380,6.95,2,Low
1381,5.84,3,Low
1382,5.11,3,Low
1383,20.61,0,Low
1384,21.58,3,Low
1385,6.61,3,Low
1386,6.21,3,Low
1387,2.12,3,Low
1388,15.06,3,Low
1389,15.56,2,Low
1390,1.45,3,Low
1391,10.53,0,Low
1392,13.41,3,Low
1393,32.97,3,Low
1394,18.09,3,Low
1395,30.2,3,Low
1396,7.47,3,Low
1397,14.47,3,Low
1398,19.41,0,Low
1399,4.65,3,Low
1400,10.89,2,Low
1401,4.94,3,Low
1402,9.23,3,Low
1403,14.85,3,Low
1404,3.0,3,Low
1405,6.09,3,Low
1406,10.1,3,Low
1407,3.75,3,Low
1408,2.65,3,Low
1409,11.41,3,Low
1410,8.23,2,Low
1411,12.59,3,Low
1412,11.95,3,Low
1413,4.08,3,Low
1414,4.01,3,Low
1415,5.22,3,Low
1416,11.77,3,Low
1417,4.99,3,Low
1418,3.83,3,Low
1419,9.55,3,Low
1420,14.01,3,Low
1421,4.46,3,Low
1422,8.63,3,Low
1423,12.83,3,Low
1424,23.19,0,Low
1425,1.52,3,Low
1426,12.19,3,Low
1427,6.47,3,Low
1428,54.73,3,Medium
1429,12.94,3,Low
1430,15.27,0,Low
1431,9.25,3,Low
1432,7.43,3,Low
1433,23.58,3,Low
1434,5.48,2,Low
1435,7.31,3,Low
1436,2.26,3,Low
1437,3.7,3,Low
1438,8.01,3,Low
1439,2.98,3,Low
1440,26.27,3,Low
1441,3.02,3,Low
1442,6.74,3,Low
1443,3.98,3,Low
1444,14.02,2,Low
1445,22.08,3,Low
1446,15.36,3,Low
1447,7.19,3,Low
1448,8.22,2,Low
1449,5.66,3,Low
1450,4.38,3,Low
1451,7.32,3,Low
1452,14.88,3,Low
1453,18.55,3,Low
1454,6.09,3,Low
1455,9.76,3,Low
1456,13.91,2,Low
1457,4.63,3,Low
1458,11.83,3,Low
1459,12.32,3,Low
1460,6.53,3,Low
1461,21.24,0,Low
1462,18.02,3,Low
1463,3.6,3,Low
1464,3.49,3,Low
1465,15.46,3,Low
1466,14.5,3,Low
1467,11.01,3,Low
1468,8.04,3,Low
1469,2.64,2,Low
1470,10.58,2,Low
1471,2.43,3,Low
1472,13.72,2,Low
1473,11.29,1,Low
1474,13.63,1,Low
1475,18.12,3,Low
1476,6.52,3,Low
1477,5.64,3,Low
1478,3.73,3,Low
1479,3.29,3,Low
1480,7.52,3,Low
1481,7.89,3,Low
1482,4.38,3,Low
1483,11.48,3,Low
1484,6.65,3,Low
1485,11.04,3,Low
1486,11.37,3,Low
1487,1.46,3,Low
1488,1.3,3,Low
1489,1.85,3,Low
1490,7.17,3,Low
1491,3.04,3,Low
1492,17.11,3,Low
1493,14.72,2,Low
1494,5.32,3,Low
1495,13.12,3,Low
1496,2.57,3,Low
1497,2.06,3,Low
1498,3.15,3,Low
1499,2.8,3,Low
1500,9.07,3,Low
1501,7.23,3,Low
1502,5.51,0,Low
1503,7.32,2,Low
1504,8.9,2,Low
1505,33.37,2,Low
1506,10.75,3,Low
1507,12.59,3,Low
1508,12.62,3,Low
1509,5.93,3,Low
1510,3.67,3,Low
1511,6.57,2,Low
1512,3.93,3,Low
1513,20.5,3,Low
1514,6.73,3,Low
1515,7.97,3,Low
1516,3.58,3,Low
1517,4.65,3,Low
1518,6.35,3,Low
1519,16.07,2,Low
1520,11.1,3,Low
1521,6.14,3,Low
1522,19.44,3,Low
1523,10.96,3,Low
1524,2.21,3,Low
1525,19.76,3,Low
1526,19.62,3,Low
1527,22.94,0,Low
1528,13.8,3,Low
1529,16.2,3,Low
1530,4.47,3,Low
1531,14.33,0,Low
1532,4.11,3,Low
1533,2.82,3,Low
1534,8.29,3,Low
1535,4.9,3,Low
1536,14.15,0,Low
1537,1.5,3,Low
1538,2.34,3,Low
1539,5.73,3,Low
1540,2.2,3,Low
1541,10.33,3,Low
1542,17.16,3,Low
1543,12.16,3,Low
1544,11.67,3,Low
1545,12.46,3,Low
1546,11.94,3,Low
1547,2.16,3,Low
1548,5.46,3,Low
1549,41.27,1,Medium
1550,5.83,3,Low
1551,4.6,2,Low
1552,9.74,0,Low
1553,7.33,3,Low
1554,17.24,3,Low
1555,4.87,3,Low
1556,12.87,2,Low
1557,8.89,3,Low
1558,8.77,3,Low
1559,4.17,3,Low
1560,2.69,3,Low
1561,11.36,3,Low
1562,5.64,3,Low
1563,4.57,3,Low
1564,12.22,3,Low
1565,2.09,3,Low
1566,21.71,2,Low
1567,28.11,2,Low
1568,4.2,3,Low
1569,3.43,3,Low
1570,3.93,3,Low
1571,9.14,3,Low
1572,8.01,3,Low
1573,7.65,3,Low
1574,10.08,2,Low
1575,11.78,2,Low
1576,7.98,2,Low
1577,2.89,3,Low
1578,10.33,3,Low
1579,9.83,3,Low
1580,8.09,2,Low
1581,3.7,3,Low
1582,6.86,3,Low
1583,10.32,3,Low
1584,4.33,3,Low
1585,4.92,0,Low
1586,26.6,3,Low
1587,10.6,3,Low
1588,15.43,3,Low
1589,8.22,2,Low
1590,3.04,3,Low
1591,3.26,3,Low
1592,4.21,3,Low
1593,1.68,3,Low
1594,6.57,3,Low
1595,7.24,3,Low
1596,8.99,3,Low
1597,2.96,3,Low
1598,11.0,3,Low
1599,5.65,3,Low
1600,7.06,3,Low
1601,6.88,3,Low
1602,7.66,3,Low
1603,6.35,0,Low
1604,16.29,3,Low
1605,12.59,0,Low
1606,4.94,3,Low
1607,3.25,3,Low
1608,11.51,3,Low
1609,9.25,3,Low
1610,20.11,3,Low
1611,8.45,2,Low
1612,14.98,0,Low
1613,7.77,3,Low
1614,24.72,3,Low
1615,4.9,3,Low
1616,4.35,3,Low
1617,1.76,3,Low
1618,9.64,3,Low
1619,14.89,0,Low
1620,14.25,3,Low
1621,2.67,3,Low
1622,4.96,3,Low
1623,12.9,3,Low
1624,4.74,2,Low
1625,5.34,3,Low
1626,13.96,3,Low
1627,5.83,0,Low
1628,4.96,3,Low
1629,7.55,3,Low
1630,12.07,3,Low
1631,3.07,3,Low
1632,22.58,0,Low
1633,15.99,3,Low
1634,3.59,3,Low
1635,15.43,3,Low
1636,8.68,3,Low
1637,8.53,3,Low
1638,9.37,3,Low
1639,7.82,3,Low
1640,9.96,3,Low
1641,2.65,3,Low
1642,2.96,3,Low
1643,8.93,3,Low
1644,8.67,3,Low
1645,8.62,3,Low
1646,31.41,3,Low
1647,4.97,3,Low
1648,9.18,3,Low
1649,3.78,3,Low
1650,19.2,3,Low
1651,10.52,3,Low
1652,8.11,3,Low
1653,9.52,3,Low
1654,7.77,3,Low
1655,13.88,3,Low
1656,4.7,2,Low
1657,14.57,0,Low
1658,2.7,3,Low
1659,4.73,3,Low
1660,5.04,3,Low
1661,12.09,3,Low
1662,3.98,3,Low
1663,10.98,2,Low
1664,8.07,3,Low
1665,6.07,3,Low
1666,13.64,3,Low
1667,23.24,3,Low
1668,2.43,3,Low
1669,15.99,3,Low
1670,19.92,3,Low
1671,18.13,2,Low
1672,20.85,3,Low
1673,10.45,3,Low
1674,11.79,2,Low
1675,3.35,3,Low
1676,5.11,3,Low
1677,16.56,3,Low
1678,43.98,3,Medium
1679,10.18,3,Low
1680,10.81,3,Low
1681,3.76,2,Low
1682,9.07,3,Low
1683,40.38,0,Medium
1684,40.3,2,Medium
1685,7.67,3,Low
1686,11.22,3,Low
1687,7.38,3,Low
1688,5.8,3,Low
1689,11.02,3,Low
1690,7.93,3,Low
1691,13.98,3,Low
1692,9.66,3,Low
1693,6.92,2,Low
1694,8.52,3,Low
1695,3.15,3,Low
1696,12.8,2,Low
1697,16.01,2,Low
1698,23.11,2,Low
1699,16.13,3,Low
1700,6.28,3,Low
1701,3.48,3,Low
1702,21.84,3,Low
1703,5.8,2,Low
1704,4.08,3,Low
1705,21.6,3,Low
1706,6.62,3,Low
1707,4.62,2,Low
1708,7.44,3,Low
1709,2.98,3,Low
1710,4.25,3,Low
1711,8.78,2,Low
1712,8.63,3,Low
1713,18.42,3,Low
1714,13.51,3,Low
1715,13.4,3,Low
1716,18.14,3,Low
1717,4.16,2,Low
1718,5.66,2,Low
1719,27.96,1,Low
1720,36.4,1,Low
1721,32.8,3,Low
1722,7.23,3,Low
1723,12.01,3,Low
1724,14.31,3,Low
1725,13.92,3,Low
1726,10.17,2,Low
1727,3.01,3,Low
1728,11.8,3,Low
1729,15.02,3,Low
1730,4.04,3,Low
1731,3.69,3,Low
1732,2.69,3,Low
1733,15.09,3,Low
1734,9.94,3,Low
1735,5.89,3,Low
1736,8.44,3,Low
1737,5.29,3,Low
1738,12.11,3,Low
1739,16.81,2,Low
1740,9.78,3,Low
1741,8.07,3,Low
1742,6.97,2,Low
1743,8.2,3,Low
1744,8.03,3,Low
1745,3.94,3,Low
1746,11.45,3,Low
1747,10.11,0,Low
1748,13.48,3,Low
1749,22.79,3,Low
1750,23.46,3,Low
1751,11.85,3,Low
1752,12.16,3,Low
1753,13.98,3,Low
1754,7.61,3,Low
1755,8.06,3,Low
1756,4.77,3,Low
1757,20.51,0,Low
1758,4.06,0,Low
1759,4.64,3,Low
1760,6.07,2,Low
1761,13.15,3,Low
1762,16.83,3,Low
1763,6.2,3,Low
1764,1.64,3,Low
1765,12.94,3,Low
1766,4.74,3,Low
1767,10.33,3,Low
1768,6.55,2,Low
1769,18.45,3,Low
1770,15.04,2,Low
1771,15.51,2,Low
1772,28.27,3,Low
1773,14.66,3,Low
1774,12.73,3,Low
1775,10.94,3,Low
1776,7.79,3,Low
1777,8.3,3,Low
1778,7.86,3,Low
1779,4.95,3,Low
1780,31.58,3,Low
1781,18.33,2,Low
1782,15.95,0,Low
1783,7.48,3,Low
1784,6.01,2,Low
1785,8.76,3,Low
1786,26.66,3,Low
1787,4.78,3,Low
1788,7.02,2,Low
1789,4.86,3,Low
1790,26.72,3,Low
1791,4.01,2,Low
1792,5.48,3,Low
1793,12.03,2,Low
1794,15.26,2,Low
1795,34.73,0,Low
1796,13.58,3,Low
1797,38.83,1,Low
1798,9.11,2,Low
1799,5.47,2,Low
1800,10.77,3,Low
1801,31.68,3,Low
1802,30.06,2,Low
1803,8.19,3,Low
1804,6.59,3,Low
1805,9.7,2,Low
1806,19.37,2,Low
1807,10.35,0,Low
1808,9.69,3,Low
1809,12.37,3,Low
1810,2.97,3,Low
1811,17.25,3,Low
1812,17.02,2,Low
1813,18.99,3,Low
1814,16.33,3,Low
1815,5.68,3,Low
1816,4.35,3,Low
1817,10.13,0,Low
1818,12.1,3,Low
1819,14.62,3,Low
1820,9.46,3,Low
1821,3.61,3,Low
1822,4.22,3,Low
1823,9.23,3,Low
1824,14.26,3,Low
1825,5.88,3,Low
1826,8.52,3,Low
1827,25.32,2,Low
1828,14.32,2,Low
1829,6.57,2,Low
1830,5.7,2,Low
1831,6.66,3,Low
1832,9.74,0,Low
1833,17.26,2,Low
1834,8.29,3,Low
1835,28.87,0,Low
1836,33.92,1,Low
1837,7.49,3,Low
1838,14.88,2,Low
1839,7.16,3,Low
1840,7.13,3,Low
1841,8.92,3,Low
1842,10.19,0,Low
1843,25.85,3,Low
1844,4.35,3,Low
1845,3.75,3,Low
1846,3.56,3,Low
1847,2.16,3,Low
1848,11.18,2,Low
1849,6.37,3,Low
1850,10.24,3,Low
1851,17.0,3,Low
1852,13.09,3,Low
1853,7.72,3,Low
1854,6.44,2,Low
1855,10.22,3,Low
1856,5.77,2,Low
1857,17.85,2,Low
1858,11.75,2,Low
1859,15.19,0,Low
1860,5.91,3,Low
1861,3.36,3,Low
1862,3.96,3,Low
1863,11.58,3,Low
1864,13.63,3,Low
1865,18.45,3,Low
1866,4.64,3,Low
1867,2.21,3,Low
1868,7.49,3,Low
1869,10.62,2,Low
1870,14.15,2,Low
1871,7.69,2,Low
1872,4.36,3,Low
1873,8.29,3,Low
1874,6.56,3,Low
1875,1.98,3,Low
1876,10.82,2,Low
1877,13.57,2,Low
1878,14.92,2,Low
1879,5.05,3,Low
1880,2.78,3,Low
1881,36.73,3,Low
1882,52.93,2,Medium
1883,7.01,3,Low
1884,5.13,3,Low
1885,17.32,3,Low
1886,1.65,3,Low
1887,25.82,3,Low
1888,16.42,3,Low
1889,18.4,3,Low
1890,1.74,3,Low
1891,0.76,3,Low
1892,2.92,3,Low
1893,7.37,3,Low
1894,6.51,2,Low
1895,5.4,3,Low
1896,25.56,3,Low
1897,0.94,3,Low
1898,21.26,2,Low
1899,12.53,2,Low
1900,6.79,3,Low
1901,3.23,3,Low
1902,10.55,3,Low
1903,7.83,3,Low
1904,7.45,3,Low
1905,6.07,2,Low
1906,18.76,3,Low
1907,10.61,3,Low
1908,21.39,3,Low
1909,23.12,3,Low
1910,8.55,3,Low
1911,4.47,3,Low
1912,4.25,3,Low
1913,2.69,3,Low
1914,11.28,3,Low
1915,5.07,3,Low
1916,9.41,0,Low
1917,7.22,3,Low
1918,18.6,3,Low
1919,2.23,3,Low
1920,15.64,3,Low
1921,4.14,3,Low
1922,4.13,3,Low
1923,3.38,3,Low
1924,11.95,3,Low
1925,1.6,3,Low
1926,6.61,2,Low
1927,7.05,0,Low
1928,17.73,3,Low
1929,12.42,3,Low
1930,21.25,3,Low
1931,9.41,3,Low
1932,5.13,3,Low
1933,4.87,3,Low
1934,12.18,2,Low
1935,17.65,2,Low
1936,8.79,3,Low
1937,9.56,3,Low
1938,4.52,3,Low
1939,5.4,3,Low
1940,14.51,3,Low
1941,8.99,3,Low
1942,10.2,2,Low
1943,11.5,2,Low
1944,7.69,2,Low
1945,2.95,3,Low
1946,7.09,3,Low
1947,11.6,2,Low
1948,9.61,3,Low
1949,5.62,3,Low
1950,5.12,3,Low
1951,13.68,2,Low
1952,7.5,3,Low
1953,9.61,2,Low
1954,2.58,3,Low
1955,3.17,3,Low
1956,3.26,3,Low
1957,6.3,0,Low
1958,14.07,3,Low
1959,22.62,3,Low
1960,4.97,3,Low
1961,1.58,3,Low
1962,7.5,3,Low
1963,11.95,3,Low
1964,9.13,3,Low
1965,10.74,3,Low
1966,10.37,0,Low
1967,11.37,3,Low
1968,34.64,3,Low
1969,17.44,3,Low
1970,11.64,3,Low
1971,16.72,3,Low
1972,20.76,2,Low
1973,2.41,3,Low
1974,7.75,2,Low
1975,4.85,3,Low
1976,10.43,3,Low
1977,7.75,2,Low
1978,1.64,3,Low
1979,4.84,2,Low
1980,31.66,3,Low
1981,8.47,3,Low
1982,16.24,3,Low
1983,18.32,3,Low
1984,4.24,3,Low
1985,8.6,2,Low
1986,4.96,2,Low
1987,15.48,3,Low
1988,9.43,3,Low
1989,75.04,3,High
1990,8.15,3,Low
1991,4.1,3,Low
1992,18.88,0,Low
1993,11.41,3,Low
1994,6.07,2,Low
1995,2.66,3,Low
1996,17.0,2,Low
1997,14.59,3,Low
1998,7.7,3,Low
1999,6.28,2,Low
2000,5.35,2,Low
2001,6.35,3,Low
2002,2.88,3,Low
2003,16.08,2,Low
2004,12.38,3,Low
2005,4.2,3,Low
2006,14.33,3,Low
2007,4.97,3,Low
2008,49.67,3,Medium
2009,18.13,3,Low
2010,5.56,3,Low
2011,16.89,3,Low
2012,6.78,3,Low
2013,20.19,3,Low
2014,9.69,3,Low
2015,14.63,3,Low
2016,8.5,3,Low
2017,8.19,2,Low
2018,7.11,0,Low
2019,3.91,2,Low
2020,3.43,3,Low
2021,10.86,3,Low
2022,15.14,3,Low
2023,11.2,3,Low
2024,3.72,3,Low
2025,7.54,3,Low
2026,3.79,3,Low
2027,41.15,1,Medium
2028,8.43,3,Low
2029,13.58,3,Low
2030,8.21,2,Low
2031,10.97,2,Low
2032,22.05,3,Low
2033,17.11,3,Low
2034,3.34,3,Low
2035,6.05,3,Low
2036,10.09,2,Low
2037,14.77,3,Low
2038,0.71,3,Low
2039,11.08,3,Low
2040,4.16,3,Low
2041,24.4,3,Low
2042,7.06,3,Low
2043,10.64,3,Low
2044,7.72,3,Low
2045,11.0,0,Low
2046,25.11,3,Low
2047,11.24,2,Low
2048,1.39,2,Low
2049,13.16,2,Low
2050,7.26,3,Low
2051,23.16,3,Low
2052,15.07,3,Low
2053,4.3,3,Low
2054,18.75,0,Low
2055,2.94,3,Low
2056,14.84,2,Low
2057,9.29,2,Low
2058,6.67,3,Low
2059,12.11,3,Low
2060,10.92,3,Low
2061,2.65,3,Low
2062,8.66,3,Low
2063,10.14,3,Low
2064,26.82,1,Low
2065,8.17,3,Low
2066,23.72,3,Low
2067,11.32,2,Low
2068,1.71,3,Low
2069,18.71,0,Low
2070,2.59,3,Low
2071,5.78,3,Low
2072,4.28,3,Low
2073,15.31,0,Low
2074,3.62,3,Low
2075,7.15,0,Low
2076,8.13,0,Low
2077,4.11,3,Low
2078,9.82,3,Low
2079,4.19,3,Low
2080,8.56,3,Low
2081,18.93,0,Low
2082,2.78,3,Low
2083,44.02,2,Medium
2084,8.13,3,Low
2085,6.06,3,Low
2086,7.17,3,Low
2087,3.7,3,Low
2088,16.72,3,Low
2089,5.33,2,Low
2090,10.41,3,Low
2091,10.93,0,Low
2092,7.19,3,Low
2093,10.57,2,Low
2094,9.75,3,Low
2095,17.28,3,Low
2096,18.15,2,Low
2097,24.12,3,Low
2098,15.17,3,Low
2099,7.56,2,Low
2100,5.87,3,Low
2101,8.54,2,Low
2102,4.0,3,Low
2103,26.15,3,Low
2104,5.34,3,Low
2105,8.75,2,Low
2106,11.31,3,Low
2107,17.62,3,Low
2108,2.38,3,Low
2109,40.05,3,Medium
2110,13.79,3,Low
2111,3.81,3,Low
2112,8.43,3,Low
2113,8.17,3,Low
2114,10.47,0,Low
2115,23.98,3,Low
2116,6.64,3,Low
2117,7.16,0,Low
2118,12.75,3,Low
2119,41.71,3,Medium
2120,48.2,3,Medium
2121,9.9,2,Low
2122,7.83,3,Low
2123,29.6,2,Low
2124,5.53,3,Low
2125,10.07,3,Low
2126,6.36,3,Low
2127,1.51,3,Low
2128,6.84,2,Low
2129,16.54,3,Low
2130,23.32,3,Low
2131,6.65,3,Low
2132,22.74,2,Low
2133,7.42,2,Low
2134,3.96,2,Low
2135,6.42,0,Low
2136,3.08,3,Low
2137,13.93,3,Low
2138,6.74,3,Low
2139,24.04,1,Low
2140,4.72,3,Low
2141,12.51,0,Low
2142,8.87,3,Low
2143,6.45,2,Low
2144,14.11,0,Low
2145,5.43,3,Low
2146,4.01,3,Low
2147,11.16,3,Low
2148,3.92,3,Low
2149,12.2,3,Low
2150,1.58,2,Low
2151,27.4,3,Low
2152,4.84,3,Low
2153,2.74,3,Low
2154,5.28,3,Low
2155,1.93,3,Low
2156,11.12,3,Low
2157,5.71,3,Low
2158,5.31,3,Low
2159,8.66,3,Low
2160,7.04,3,Low
2161,22.0,0,Low
2162,2.79,3,Low
2163,2.92,3,Low
2164,7.48,3,Low
2165,6.51,3,Low
2166,30.54,3,Low
2167,1.97,3,Low
2168,16.66,3,Low
2169,23.83,2,Low
2170,9.68,3,Low
2171,6.19,3,Low
2172,6.35,3,Low
2173,8.59,3,Low
2174,23.26,3,Low
2175,5.86,2,Low
2176,8.58,3,Low
2177,22.41,3,Low
2178,3.39,3,Low
2179,10.7,3,Low
2180,10.46,0,Low
2181,7.39,3,Low
2182,2.84,3,Low
2183,4.63,3,Low
2184,2.0,3,Low
2185,6.84,3,Low
2186,27.48,3,Low
2187,17.66,3,Low
2188,14.69,3,Low
2189,10.27,2,Low
2190,3.4,3,Low
2191,6.07,3,Low
2192,3.16,3,Low
2193,3.3,3,Low
2194,16.99,2,Low
2195,6.88,3,Low
2196,12.5,3,Low
2197,2.72,3,Low
2198,8.96,0,Low
2199,5.93,3,Low
2200,3.43,3,Low
2201,13.41,3,Low
2202,10.86,3,Low
2203,10.1,0,Low
2204,8.33,3,Low
2205,10.67,3,Low
2206,6.55,3,Low
2207,10.29,2,Low
2208,13.81,3,Low
2209,3.33,3,Low
2210,7.35,3,Low
2211,10.73,0,Low
2212,10.21,3,Low
2213,19.14,1,Low
2214,12.97,3,Low
2215,13.52,1,Low
2216,10.4,3,Low
2217,5.37,2,Low
2218,15.59,0,Low
2219,14.67,0,Low
2220,12.35,3,Low
2221,33.23,3,Low
2222,28.83,3,Low
2223,22.88,3,Low
2224,14.39,3,Low
2225,4.01,3,Low
2226,7.42,3,Low
2227,1.16,3,Low
2228,8.97,0,Low
2229,14.01,2,Low
2230,25.05,3,Low
2231,6.72,3,Low
2232,3.15,3,Low
2233,17.62,3,Low
2234,1.23,3,Low
2235,4.24,3,Low
2236,8.82,3,Low
2237,9.42,3,Low
2238,11.25,3,Low
2239,5.44,3,Low
2240,5.05,3,Low
2241,3.7,3,Low
2242,4.99,3,Low
2243,5.96,3,Low
2244,5.21,3,Low
2245,10.25,0,Low
2246,15.82,2,Low
2247,8.94,3,Low
2248,4.72,3,Low
2249,9.54,3,Low
2250,9.91,3,Low
2251,5.62,3,Low
2252,7.6,3,Low
2253,7.19,3,Low
2254,3.62,3,Low
2255,9.57,2,Low
2256,11.08,3,Low
2257,20.92,2,Low
2258,4.18,3,Low
2259,10.69,3,Low
2260,6.02,3,Low
2261,9.91,3,Low
2262,1.97,3,Low
2263,1.45,3,Low
2264,11.73,3,Low
2265,15.18,3,Low
2266,16.14,3,Low
2267,16.02,3,Low
2268,25.79,3,Low
2269,35.63,3,Low
2270,8.91,3,Low
2271,16.28,3,Low
2272,6.67,3,Low
2273,17.45,3,Low
2274,9.79,3,Low
2275,4.37,3,Low
2276,50.6,3,Medium
2277,60.73,2,Medium
2278,13.75,3,Low
2279,10.36,3,Low
2280,40.89,2,Medium
2281,11.46,3,Low
2282,3.69,3,Low
2283,11.87,3,Low
2284,7.63,3,Low
2285,1.82,3,Low
2286,0.15,3,Low
2287,4.8,3,Low
2288,5.3,3,Low
2289,7.13,3,Low
2290,7.51,3,Low
2291,12.08,3,Low
2292,14.89,2,Low
2293,2.66,2,Low
2294,7.78,2,Low
2295,20.13,0,Low
2296,9.88,3,Low
2297,5.54,3,Low
2298,15.08,3,Low
2299,2.98,3,Low
2300,6.05,2,Low
2301,8.3,2,Low
2302,3.28,3,Low
2303,12.83,3,Low
2304,5.06,2,Low
2305,7.76,0,Low
2306,7.52,3,Low
2307,6.99,2,Low
2308,8.45,3,Low
2309,13.63,2,Low
2310,10.03,2,Low
2311,7.34,3,Low
2312,8.74,3,Low
2313,9.32,3,Low
2314,12.37,3,Low
2315,6.16,3,Low
2316,7.82,3,Low
2317,9.15,3,Low
2318,10.06,3,Low
2319,6.02,3,Low
2320,41.58,2,Medium
2321,15.25,3,Low
2322,20.92,3,Low
2323,12.46,3,Low
2324,7.02,3,Low
2325,9.85,3,Low
2326,20.12,0,Low
2327,14.38,3,Low
2328,8.85,3,Low
2329,5.97,3,Low
2330,11.89,3,Low
2331,6.99,3,Low
2332,7.33,2,Low
2333,8.17,3,Low
2334,4.33,3,Low
2335,38.88,3,Low
2336,7.49,2,Low
2337,16.13,0,Low
2338,24.48,2,Low
2339,2.5,3,Low
2340,2.04,3,Low
2341,4.73,3,Low
2342,4.97,3,Low
2343,2.35,2,Low
2344,9.77,3,Low
2345,17.95,2,Low
2346,12.92,3,Low
2347,12.92,3,Low
2348,6.24,2,Low
2349,9.22,2,Low
2350,2.42,2,Low
2351,9.81,3,Low
2352,17.99,3,Low
2353,11.13,3,Low
2354,14.48,3,Low
2355,12.78,3,Low
2356,8.14,3,Low
2357,7.29,3,Low
2358,10.41,3,Low
2359,8.56,3,Low
2360,12.36,3,Low
2361,2.55,3,Low
2362,4.81,3,Low
2363,25.54,3,Low
2364,3.31,3,Low
2365,10.3,3,Low
2366,6.29,3,Low
2367,20.85,3,Low
2368,9.16,3,Low
2369,7.39,3,Low
2370,13.06,2,Low
2371,10.03,0,Low
2372,25.24,0,Low
2373,4.6,3,Low
2374,2.78,3,Low
2375,10.41,3,Low
2376,5.55,3,Low
2377,4.73,3,Low
2378,1.85,3,Low
2379,3.43,2,Low
2380,15.8,3,Low
2381,15.08,3,Low
2382,7.68,3,Low
2383,9.66,2,Low
2384,38.55,3,Low
2385,5.08,3,Low
2386,17.35,0,Low
2387,13.87,3,Low
2388,4.83,2,Low
2389,20.82,3,Low
2390,3.61,3,Low
2391,6.36,3,Low
2392,16.78,3,Low
2393,26.69,3,Low
2394,11.39,3,Low
2395,8.97,3,Low
2396,1.06,3,Low
2397,18.86,2,Low
2398,7.96,3,Low
2399,14.04,0,Low
2400,19.97,3,Low
2401,5.62,3,Low
2402,8.63,3,Low
2403,15.46,3,Low
2404,7.5,3,Low
2405,5.12,3,Low
2406,5.81,3,Low
